update_date,franchise,title,experience,season,update_title,date_source_type,source_page_title,source_url,source_file,retrieved_at
2026-02-25,Call of Duty,,Warzone,Season 02,WEDNESDAY FEBRUARY 25,heading,Call of Duty: Warzone Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2026/02/call-of-duty-bo7-warzone-season-02-patch-notes,call-of-duty-bo7-warzone-season-02-patch-notes-55f7890b2d.html,2026-09-18T00:27:56.674047+00:00
2026-02-27,Call of Duty,Black Ops 7,,Season 02,February 27,anchor,Call of Duty: Black Ops 7 Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2026/02/call-of-duty-black-ops-7-season-02-patch-notes,call-of-duty-black-ops-7-season-02-patch-notes-edeb15cbf8.html,2026-09-18T00:27:55.450517+00:00
2026-02-27,Call of Duty,,Warzone,Season 02,FRIDAY FEBRUARY 27,heading,Call of Duty: Warzone Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2026/02/call-of-duty-bo7-warzone-season-02-patch-notes,call-of-duty-bo7-warzone-season-02-patch-notes-55f7890b2d.html,2026-09-18T00:27:56.674047+00:00
2026-03-03,Call of Duty,,Warzone,Season 02,TUESDAY MARCH 3,heading;dateline,Call of Duty: Warzone Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2026/02/call-of-duty-bo7-warzone-season-02-patch-notes,call-of-duty-bo7-warzone-season-02-patch-notes-55f7890b2d.html,2026-09-18T00:27:56.674047+00:00
2026-03-10,Call of Duty,,Warzone,Season 02 Reloaded,TUESDAY MARCH 10,heading;dateline,Call of Duty: Warzone Season 02 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/03/call-of-duty-bo7-warzone-season-02-reloaded-patch-notes,call-of-duty-bo7-warzone-season-02-reloaded-patch-notes-6b6842819d.html,2026-09-18T00:27:57.956266+00:00
2026-03-12,Call of Duty,Black Ops 7,,Season 02,March 12,anchor,Call of Duty: Black Ops 7 Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2026/02/call-of-duty-black-ops-7-season-02-patch-notes,call-of-duty-black-ops-7-season-02-patch-notes-edeb15cbf8.html,2026-09-18T00:27:55.450517+00:00
2026-03-13,Call of Duty,,Warzone,Season 02 Reloaded,FRIDAY MARCH 13,heading,Call of Duty: Warzone Season 02 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/03/call-of-duty-bo7-warzone-season-02-reloaded-patch-notes,call-of-duty-bo7-warzone-season-02-reloaded-patch-notes-6b6842819d.html,2026-09-18T00:27:57.956266+00:00
2026-03-17,Call of Duty,Black Ops 7,,Season 02,March 17,anchor,Call of Duty: Black Ops 7 Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2026/02/call-of-duty-black-ops-7-season-02-patch-notes,call-of-duty-black-ops-7-season-02-patch-notes-edeb15cbf8.html,2026-09-18T00:27:55.450517+00:00
2026-03-17,Call of Duty,,Warzone,Season 02 Reloaded,TUESDAY MARCH 17,heading,Call of Duty: Warzone Season 02 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/03/call-of-duty-bo7-warzone-season-02-reloaded-patch-notes,call-of-duty-bo7-warzone-season-02-reloaded-patch-notes-6b6842819d.html,2026-09-18T00:27:57.956266+00:00
2026-03-20,Call of Duty,Black Ops 7,,Season 02,March 20,anchor,Call of Duty: Black Ops 7 Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2026/02/call-of-duty-black-ops-7-season-02-patch-notes,call-of-duty-black-ops-7-season-02-patch-notes-edeb15cbf8.html,2026-09-18T00:27:55.450517+00:00
2026-03-20,Call of Duty,,Warzone,Season 02 Reloaded,FRIDAY MARCH 20,heading,Call of Duty: Warzone Season 02 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/03/call-of-duty-bo7-warzone-season-02-reloaded-patch-notes,call-of-duty-bo7-warzone-season-02-reloaded-patch-notes-6b6842819d.html,2026-09-18T00:27:57.956266+00:00
2026-03-24,Call of Duty,Black Ops 7,,Season 02,March 24,anchor,Call of Duty: Black Ops 7 Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2026/02/call-of-duty-black-ops-7-season-02-patch-notes,call-of-duty-black-ops-7-season-02-patch-notes-edeb15cbf8.html,2026-09-18T00:27:55.450517+00:00
2026-03-24,Call of Duty,,Warzone,Season 02 Reloaded,TUESDAY MARCH 24,heading,Call of Duty: Warzone Season 02 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/03/call-of-duty-bo7-warzone-season-02-reloaded-patch-notes,call-of-duty-bo7-warzone-season-02-reloaded-patch-notes-6b6842819d.html,2026-09-18T00:27:57.956266+00:00
2026-03-26,Call of Duty,Black Ops 7,,Season 02,"March 26, 2026",dateline;anchor,Call of Duty: Black Ops 7 Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2026/02/call-of-duty-black-ops-7-season-02-patch-notes,call-of-duty-black-ops-7-season-02-patch-notes-edeb15cbf8.html,2026-09-18T00:27:55.450517+00:00
2026-03-31,Call of Duty,,Warzone,Season 03,TUESDAY MARCH 31,heading,Call of Duty: Warzone Season 03 Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-bo7-warzone-season-03-patch-notes,call-of-duty-bo7-warzone-season-03-patch-notes-375633ed4c.html,2026-09-18T00:28:00.391252+00:00
2026-04-09,Call of Duty,Black Ops 7,,Season 03,April 9,anchor,Call of Duty: Black Ops 7 Season 03 Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-black-ops-7-season-03-patch-notes,call-of-duty-black-ops-7-season-03-patch-notes-3242012416.html,2026-09-18T00:27:59.164124+00:00
2026-04-09,Call of Duty,,Warzone,Season 03,THURSDAY APRIL 9,heading,Call of Duty: Warzone Season 03 Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-bo7-warzone-season-03-patch-notes,call-of-duty-bo7-warzone-season-03-patch-notes-375633ed4c.html,2026-09-18T00:28:00.391252+00:00
2026-04-10,Call of Duty,Black Ops 7,,Season 03,April 10,anchor,Call of Duty: Black Ops 7 Season 03 Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-black-ops-7-season-03-patch-notes,call-of-duty-black-ops-7-season-03-patch-notes-3242012416.html,2026-09-18T00:27:59.164124+00:00
2026-04-14,Call of Duty,Black Ops 7,,Season 03,April 14,anchor,Call of Duty: Black Ops 7 Season 03 Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-black-ops-7-season-03-patch-notes,call-of-duty-black-ops-7-season-03-patch-notes-3242012416.html,2026-09-18T00:27:59.164124+00:00
2026-04-21,Call of Duty,Black Ops 7,,Season 03,April 21,anchor,Call of Duty: Black Ops 7 Season 03 Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-black-ops-7-season-03-patch-notes,call-of-duty-black-ops-7-season-03-patch-notes-3242012416.html,2026-09-18T00:27:59.164124+00:00
2026-04-21,Call of Duty,,Warzone,Season 03,TUESDAY APRIL 21,heading;dateline,Call of Duty: Warzone Season 03 Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-bo7-warzone-season-03-patch-notes,call-of-duty-bo7-warzone-season-03-patch-notes-375633ed4c.html,2026-09-18T00:28:00.391252+00:00
2026-04-29,Call of Duty,,Warzone,Season 03 Reloaded,WEDNESDAY APRIL 29,heading,Call of Duty: Warzone Season 03 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-bo7-warzone-season-03-reloaded-patch-notes,call-of-duty-bo7-warzone-season-03-reloaded-patch-notes-a197f1fb0b.html,2026-09-18T00:28:01.556926+00:00
2026-05-01,Call of Duty,Black Ops 7,,Season 03,May 1,anchor,Call of Duty: Black Ops 7 Season 03 Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-black-ops-7-season-03-patch-notes,call-of-duty-black-ops-7-season-03-patch-notes-3242012416.html,2026-09-18T00:27:59.164124+00:00
2026-05-11,Call of Duty,Black Ops 7,,Season 03,May 11,anchor,Call of Duty: Black Ops 7 Season 03 Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-black-ops-7-season-03-patch-notes,call-of-duty-black-ops-7-season-03-patch-notes-3242012416.html,2026-09-18T00:27:59.164124+00:00
2026-05-11,Call of Duty,,Warzone,Season 03 Reloaded,MONDAY MAY 11,heading,Call of Duty: Warzone Season 03 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-bo7-warzone-season-03-reloaded-patch-notes,call-of-duty-bo7-warzone-season-03-reloaded-patch-notes-a197f1fb0b.html,2026-09-18T00:28:01.556926+00:00
2026-05-14,Call of Duty,Black Ops 7,,Season 03,May 14,anchor,Call of Duty: Black Ops 7 Season 03 Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-black-ops-7-season-03-patch-notes,call-of-duty-black-ops-7-season-03-patch-notes-3242012416.html,2026-09-18T00:27:59.164124+00:00
2026-05-14,Call of Duty,,Warzone,Season 03 Reloaded,THURSDAY MAY 14,heading,Call of Duty: Warzone Season 03 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-bo7-warzone-season-03-reloaded-patch-notes,call-of-duty-bo7-warzone-season-03-reloaded-patch-notes-a197f1fb0b.html,2026-09-18T00:28:01.556926+00:00
2026-05-21,Call of Duty,,Warzone,Season 03 Reloaded,THURSDAY MAY 21,heading;dateline,Call of Duty: Warzone Season 03 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-bo7-warzone-season-03-reloaded-patch-notes,call-of-duty-bo7-warzone-season-03-reloaded-patch-notes-a197f1fb0b.html,2026-09-18T00:28:01.556926+00:00
2026-05-22,Call of Duty,Black Ops 7,,Season 03,"May 22, 2026",dateline;anchor,Call of Duty: Black Ops 7 Season 03 Patch Notes,https://www.callofduty.com/patchnotes/2026/04/call-of-duty-black-ops-7-season-03-patch-notes,call-of-duty-black-ops-7-season-03-patch-notes-3242012416.html,2026-09-18T00:27:59.164124+00:00
2026-06-03,Call of Duty,,Warzone,Season 04,WEDNESDAY JUNE 3,heading,Call of Duty: Warzone Season 04 Patch Notes,https://www.callofduty.com/patchnotes/2026/06/call-of-duty-bo7-warzone-season-04-patch-notes,call-of-duty-bo7-warzone-season-04-patch-notes-c76ec16a53.html,2026-09-18T00:28:03.924316+00:00
2026-06-10,Call of Duty,Black Ops 7,,Season 04,June 10,anchor,Call of Duty: Black Ops 7 Season 04 Patch Notes,https://www.callofduty.com/patchnotes/2026/06/call-of-duty-black-ops-7-season-04-patch-notes,call-of-duty-black-ops-7-season-04-patch-notes-1af67a3519.html,2026-09-18T00:28:02.746882+00:00
2026-06-10,Call of Duty,,Warzone,Season 04,WEDNESDAY JUNE 10,heading,Call of Duty: Warzone Season 04 Patch Notes,https://www.callofduty.com/patchnotes/2026/06/call-of-duty-bo7-warzone-season-04-patch-notes,call-of-duty-bo7-warzone-season-04-patch-notes-c76ec16a53.html,2026-09-18T00:28:03.924316+00:00
2026-06-16,Call of Duty,Black Ops 7,,Season 04,June 16,anchor,Call of Duty: Black Ops 7 Season 04 Patch Notes,https://www.callofduty.com/patchnotes/2026/06/call-of-duty-black-ops-7-season-04-patch-notes,call-of-duty-black-ops-7-season-04-patch-notes-1af67a3519.html,2026-09-18T00:28:02.746882+00:00
2026-06-16,Call of Duty,,Warzone,Season 04,TUESDAY JUNE 16,heading;dateline,Call of Duty: Warzone Season 04 Patch Notes,https://www.callofduty.com/patchnotes/2026/06/call-of-duty-bo7-warzone-season-04-patch-notes,call-of-duty-bo7-warzone-season-04-patch-notes-c76ec16a53.html,2026-09-18T00:28:03.924316+00:00
2026-06-24,Call of Duty,,Warzone,Season 04 Reloaded,WEDNESDAY JUNE 24,heading,Call of Duty: Warzone Season 04 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/06/call-of-duty-bo7-warzone-season-04-reloaded-patch-notes,call-of-duty-bo7-warzone-season-04-reloaded-patch-notes-5d8adecb5c.html,2026-09-18T00:28:05.074112+00:00
2026-07-02,Call of Duty,Black Ops 7,,Season 04,"July 02, 2026",dateline;anchor,Call of Duty: Black Ops 7 Season 04 Patch Notes,https://www.callofduty.com/patchnotes/2026/06/call-of-duty-black-ops-7-season-04-patch-notes,call-of-duty-black-ops-7-season-04-patch-notes-1af67a3519.html,2026-09-18T00:28:02.746882+00:00
2026-07-02,Call of Duty,,Warzone,Season 04 Reloaded,THURSDAY JULY 2,heading,Call of Duty: Warzone Season 04 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/06/call-of-duty-bo7-warzone-season-04-reloaded-patch-notes,call-of-duty-bo7-warzone-season-04-reloaded-patch-notes-5d8adecb5c.html,2026-09-18T00:28:05.074112+00:00
2026-07-15,Call of Duty,,Warzone,Season 04 Reloaded,WEDNESDAY JULY 15,heading;dateline,Call of Duty: Warzone Season 04 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/06/call-of-duty-bo7-warzone-season-04-reloaded-patch-notes,call-of-duty-bo7-warzone-season-04-reloaded-patch-notes-5d8adecb5c.html,2026-09-18T00:28:05.074112+00:00
2026-07-22,Call of Duty,,Warzone,Season 05,WEDNESDAY JULY 22,heading,Call of Duty: Warzone Season 05 Patch Notes,https://www.callofduty.com/patchnotes/2026/07/call-of-duty-bo7-warzone-season-05-patch-notes,call-of-duty-bo7-warzone-season-05-patch-notes-1da45ce93c.html,2026-09-18T00:28:07.382302+00:00
2026-07-29,Call of Duty,Black Ops 7,,Season 05,July 29,anchor,Call of Duty: Black Ops 7 Season 05 Patch Notes,https://www.callofduty.com/patchnotes/2026/07/call-of-duty-black-ops-7-season-05-patch-notes,call-of-duty-black-ops-7-season-05-patch-notes-2c0bde2c79.html,2026-09-18T00:28:06.233848+00:00
2026-07-29,Call of Duty,,Warzone,Season 05,WEDNESDAY JULY 29,heading,Call of Duty: Warzone Season 05 Patch Notes,https://www.callofduty.com/patchnotes/2026/07/call-of-duty-bo7-warzone-season-05-patch-notes,call-of-duty-bo7-warzone-season-05-patch-notes-1da45ce93c.html,2026-09-18T00:28:07.382302+00:00
2026-08-05,Call of Duty,,Warzone,Season 05,WEDNESDAY AUGUST 5,heading,Call of Duty: Warzone Season 05 Patch Notes,https://www.callofduty.com/patchnotes/2026/07/call-of-duty-bo7-warzone-season-05-patch-notes,call-of-duty-bo7-warzone-season-05-patch-notes-1da45ce93c.html,2026-09-18T00:28:07.382302+00:00
2026-08-12,Call of Duty,,Warzone,Season 05,WEDNESDAY AUGUST 12,heading;dateline,Call of Duty: Warzone Season 05 Patch Notes,https://www.callofduty.com/patchnotes/2026/07/call-of-duty-bo7-warzone-season-05-patch-notes,call-of-duty-bo7-warzone-season-05-patch-notes-1da45ce93c.html,2026-09-18T00:28:07.382302+00:00
2026-08-19,Call of Duty,,Warzone,Season 05 Reloaded,WEDNESDAY AUGUST 19,heading,Call of Duty: Warzone Season 05 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/08/call-of-duty-bo7-warzone-season-05-reloaded-patch-notes,call-of-duty-bo7-warzone-season-05-reloaded-patch-notes-92b999e69b.html,2026-09-18T00:28:08.535822+00:00
2026-08-20,Call of Duty,Modern Warfare 4,,Beta,THURSDAY AUGUST 20,heading;anchor,Call of Duty: Modern Warfare 4 Beta Patch Notes,https://www.callofduty.com/patchnotes/2026/08/call-of-duty-modern-warfare-4-beta-patch-notes,call-of-duty-modern-warfare-4-beta-patch-notes-40cab96578.html,2026-09-18T00:28:09.690182+00:00
2026-08-22,Call of Duty,Modern Warfare 4,,Beta,SATURDAY AUGUST 22,heading;anchor,Call of Duty: Modern Warfare 4 Beta Patch Notes,https://www.callofduty.com/patchnotes/2026/08/call-of-duty-modern-warfare-4-beta-patch-notes,call-of-duty-modern-warfare-4-beta-patch-notes-40cab96578.html,2026-09-18T00:28:09.690182+00:00
2026-08-23,Call of Duty,Modern Warfare 4,,Beta,SUNDAY AUGUST 23,heading;anchor,Call of Duty: Modern Warfare 4 Beta Patch Notes,https://www.callofduty.com/patchnotes/2026/08/call-of-duty-modern-warfare-4-beta-patch-notes,call-of-duty-modern-warfare-4-beta-patch-notes-40cab96578.html,2026-09-18T00:28:09.690182+00:00
2026-08-24,Call of Duty,Modern Warfare 4,,Beta,MONDAY AUGUST 24,heading;anchor,Call of Duty: Modern Warfare 4 Beta Patch Notes,https://www.callofduty.com/patchnotes/2026/08/call-of-duty-modern-warfare-4-beta-patch-notes,call-of-duty-modern-warfare-4-beta-patch-notes-40cab96578.html,2026-09-18T00:28:09.690182+00:00
2026-08-25,Call of Duty,Modern Warfare 4,,Beta,TUESDAY AUGUST 25,heading;anchor,Call of Duty: Modern Warfare 4 Beta Patch Notes,https://www.callofduty.com/patchnotes/2026/08/call-of-duty-modern-warfare-4-beta-patch-notes,call-of-duty-modern-warfare-4-beta-patch-notes-40cab96578.html,2026-09-18T00:28:09.690182+00:00
2026-08-27,Call of Duty,Modern Warfare 4,,Beta,THURSDAY AUGUST 27,heading,Call of Duty: Modern Warfare 4 Beta Patch Notes,https://www.callofduty.com/patchnotes/2026/08/call-of-duty-modern-warfare-4-beta-patch-notes,call-of-duty-modern-warfare-4-beta-patch-notes-40cab96578.html,2026-09-18T00:28:09.690182+00:00
2026-08-28,Call of Duty,Black Ops 7,,Season 05,August 28,anchor,Call of Duty: Black Ops 7 Season 05 Patch Notes,https://www.callofduty.com/patchnotes/2026/07/call-of-duty-black-ops-7-season-05-patch-notes,call-of-duty-black-ops-7-season-05-patch-notes-2c0bde2c79.html,2026-09-18T00:28:06.233848+00:00
2026-08-28,Call of Duty,,Warzone,Season 05 Reloaded,FRIDAY AUGUST 28,heading;dateline,Call of Duty: Warzone Season 05 Reloaded Patch Notes,https://www.callofduty.com/patchnotes/2026/08/call-of-duty-bo7-warzone-season-05-reloaded-patch-notes,call-of-duty-bo7-warzone-season-05-reloaded-patch-notes-92b999e69b.html,2026-09-18T00:28:08.535822+00:00
2026-08-28,Call of Duty,Modern Warfare 4,,Beta,Friday AUGUST 28,heading,Call of Duty: Modern Warfare 4 Beta Patch Notes,https://www.callofduty.com/patchnotes/2026/08/call-of-duty-modern-warfare-4-beta-patch-notes,call-of-duty-modern-warfare-4-beta-patch-notes-40cab96578.html,2026-09-18T00:28:09.690182+00:00
2026-08-29,Call of Duty,Modern Warfare 4,,Beta,SATURDAY AUGUST 29,heading,Call of Duty: Modern Warfare 4 Beta Patch Notes,https://www.callofduty.com/patchnotes/2026/08/call-of-duty-modern-warfare-4-beta-patch-notes,call-of-duty-modern-warfare-4-beta-patch-notes-40cab96578.html,2026-09-18T00:28:09.690182+00:00
2026-08-30,Call of Duty,Modern Warfare 4,,Beta,SUNDAY AUGUST 30,heading;anchor,Call of Duty: Modern Warfare 4 Beta Patch Notes,https://www.callofduty.com/patchnotes/2026/08/call-of-duty-modern-warfare-4-beta-patch-notes,call-of-duty-modern-warfare-4-beta-patch-notes-40cab96578.html,2026-09-18T00:28:09.690182+00:00
2026-08-31,Call of Duty,Modern Warfare 4,,Beta,MONDAY AUGUST 31,heading;anchor,Call of Duty: Modern Warfare 4 Beta Patch Notes,https://www.callofduty.com/patchnotes/2026/08/call-of-duty-modern-warfare-4-beta-patch-notes,call-of-duty-modern-warfare-4-beta-patch-notes-40cab96578.html,2026-09-18T00:28:09.690182+00:00
2026-09-01,Call of Duty,Modern Warfare 4,,Beta,TUESDAY SEPTEMBER 1,heading;dateline;anchor,Call of Duty: Modern Warfare 4 Beta Patch Notes,https://www.callofduty.com/patchnotes/2026/08/call-of-duty-modern-warfare-4-beta-patch-notes,call-of-duty-modern-warfare-4-beta-patch-notes-40cab96578.html,2026-09-18T00:28:09.690182+00:00
2026-09-02,Call of Duty,Black Ops 7,,Season 05,"September 02, 2026",dateline;anchor,Call of Duty: Black Ops 7 Season 05 Patch Notes,https://www.callofduty.com/patchnotes/2026/07/call-of-duty-black-ops-7-season-05-patch-notes,call-of-duty-black-ops-7-season-05-patch-notes-2c0bde2c79.html,2026-09-18T00:28:06.233848+00:00
2026-09-16,Call of Duty,Black Ops 7,,Season 06,"September 16, 2026",dateline,Call of Duty: Black Ops 7 Season 06 Patch Notes,https://www.callofduty.com/patchnotes/2026/09/call-of-duty-black-ops-7-season-06-patch-notes,call-of-duty-black-ops-7-season-06-patch-notes-b13e29c5c8.html,2026-09-18T00:28:10.981302+00:00
2026-09-16,Call of Duty,,Warzone,Season 06,WEDNESDAY SEPTEMBER 16,heading;dateline,Call of Duty: Warzone Season 06 Patch Notes,https://www.callofduty.com/patchnotes/2026/09/call-of-duty-bo7-warzone-season-06-patch-notes,call-of-duty-bo7-warzone-season-06-patch-notes-5ee571a186.html,2026-09-18T00:28:12.076746+00:00
