update_date,franchise,title,experience,season,update_title,date_source_type,source_page_title,source_url,source_file,retrieved_at
2024-09-18,Call of Duty,Modern Warfare III,,Season 6,September 18,heading,Call of Duty: Modern Warfare III Season 6 Patch Notes,https://www.callofduty.com/patchnotes/2024/09/call-of-duty-modern-warfare-iii-season-6-patch-notes,call-of-duty-modern-warfare-iii-season-6-patch-notes-a40f30aa00.html,2026-09-18T00:27:27.841756+00:00
2024-09-18,Call of Duty,,Warzone,Season 6,WEDNESDAY SEPTEMBER 18,heading,Call of Duty: Warzone Season 6 Patch Notes,https://www.callofduty.com/patchnotes/2024/09/call-of-duty-mwiii-warzone-season-6-patch-notes,call-of-duty-mwiii-warzone-season-6-patch-notes-0e4f0c71f7.html,2026-09-18T00:27:28.939136+00:00
2024-09-19,Call of Duty,Modern Warfare III,,Season 6,September 19,heading,Call of Duty: Modern Warfare III Season 6 Patch Notes,https://www.callofduty.com/patchnotes/2024/09/call-of-duty-modern-warfare-iii-season-6-patch-notes,call-of-duty-modern-warfare-iii-season-6-patch-notes-a40f30aa00.html,2026-09-18T00:27:27.841756+00:00
2024-09-24,Call of Duty,Modern Warfare III,,Season 6,September 24,heading,Call of Duty: Modern Warfare III Season 6 Patch Notes,https://www.callofduty.com/patchnotes/2024/09/call-of-duty-modern-warfare-iii-season-6-patch-notes,call-of-duty-modern-warfare-iii-season-6-patch-notes-a40f30aa00.html,2026-09-18T00:27:27.841756+00:00
2024-09-24,Call of Duty,,Warzone,Season 6,TUESDAY SEPTEMBER 24,heading,Call of Duty: Warzone Season 6 Patch Notes,https://www.callofduty.com/patchnotes/2024/09/call-of-duty-mwiii-warzone-season-6-patch-notes,call-of-duty-mwiii-warzone-season-6-patch-notes-0e4f0c71f7.html,2026-09-18T00:27:28.939136+00:00
2024-10-01,Call of Duty,Modern Warfare III,,Season 6,October 1,heading,Call of Duty: Modern Warfare III Season 6 Patch Notes,https://www.callofduty.com/patchnotes/2024/09/call-of-duty-modern-warfare-iii-season-6-patch-notes,call-of-duty-modern-warfare-iii-season-6-patch-notes-a40f30aa00.html,2026-09-18T00:27:27.841756+00:00
2024-10-01,Call of Duty,,Warzone,Season 6,TUESDAY OCTOBER 1,heading,Call of Duty: Warzone Season 6 Patch Notes,https://www.callofduty.com/patchnotes/2024/09/call-of-duty-mwiii-warzone-season-6-patch-notes,call-of-duty-mwiii-warzone-season-6-patch-notes-0e4f0c71f7.html,2026-09-18T00:27:28.939136+00:00
2024-10-21,Call of Duty,Modern Warfare III,,Season 6,October 21,heading,Call of Duty: Modern Warfare III Season 6 Patch Notes,https://www.callofduty.com/patchnotes/2024/09/call-of-duty-modern-warfare-iii-season-6-patch-notes,call-of-duty-modern-warfare-iii-season-6-patch-notes-a40f30aa00.html,2026-09-18T00:27:27.841756+00:00
2024-10-21,Call of Duty,,Warzone,Season 6,MONDAY OCTOBER 21,heading;dateline,Call of Duty: Warzone Season 6 Patch Notes,https://www.callofduty.com/patchnotes/2024/09/call-of-duty-mwiii-warzone-season-6-patch-notes,call-of-duty-mwiii-warzone-season-6-patch-notes-0e4f0c71f7.html,2026-09-18T00:27:28.939136+00:00
2024-10-23,Call of Duty,Black Ops 6,,Preseason,October 23,anchor,Call of Duty: Black Ops 6 Preseason Patch Notes,https://www.callofduty.com/patchnotes/2024/10/bo6-preseason-patch-notes,bo6-preseason-patch-notes-32453ee450.html,2026-09-18T00:27:30.081490+00:00
2024-10-24,Call of Duty,Black Ops 6,,Preseason,October 24,anchor,Call of Duty: Black Ops 6 Preseason Patch Notes,https://www.callofduty.com/patchnotes/2024/10/bo6-preseason-patch-notes,bo6-preseason-patch-notes-32453ee450.html,2026-09-18T00:27:30.081490+00:00
2024-10-25,Call of Duty,Modern Warfare III,,Season 6,October 25,heading;dateline,Call of Duty: Modern Warfare III Season 6 Patch Notes,https://www.callofduty.com/patchnotes/2024/09/call-of-duty-modern-warfare-iii-season-6-patch-notes,call-of-duty-modern-warfare-iii-season-6-patch-notes-a40f30aa00.html,2026-09-18T00:27:27.841756+00:00
2024-10-26,Call of Duty,Black Ops 6,,Preseason,October 26,anchor,Call of Duty: Black Ops 6 Preseason Patch Notes,https://www.callofduty.com/patchnotes/2024/10/bo6-preseason-patch-notes,bo6-preseason-patch-notes-32453ee450.html,2026-09-18T00:27:30.081490+00:00
2024-10-29,Call of Duty,Black Ops 6,,Preseason,October 29,anchor,Call of Duty: Black Ops 6 Preseason Patch Notes,https://www.callofduty.com/patchnotes/2024/10/bo6-preseason-patch-notes,bo6-preseason-patch-notes-32453ee450.html,2026-09-18T00:27:30.081490+00:00
2024-11-01,Call of Duty,Black Ops 6,,Preseason,November 1,anchor,Call of Duty: Black Ops 6 Preseason Patch Notes,https://www.callofduty.com/patchnotes/2024/10/bo6-preseason-patch-notes,bo6-preseason-patch-notes-32453ee450.html,2026-09-18T00:27:30.081490+00:00
2024-11-04,Call of Duty,Black Ops 6,,Preseason,November 4,anchor,Call of Duty: Black Ops 6 Preseason Patch Notes,https://www.callofduty.com/patchnotes/2024/10/bo6-preseason-patch-notes,bo6-preseason-patch-notes-32453ee450.html,2026-09-18T00:27:30.081490+00:00
2024-11-08,Call of Duty,Black Ops 6,,Preseason,"November 08, 2024",dateline;anchor,Call of Duty: Black Ops 6 Preseason Patch Notes,https://www.callofduty.com/patchnotes/2024/10/bo6-preseason-patch-notes,bo6-preseason-patch-notes-32453ee450.html,2026-09-18T00:27:30.081490+00:00
2024-11-13,Call of Duty,,Warzone,Season 01,WEDNESDAY NOVEMBER 13,heading,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2024-11-15,Call of Duty,Black Ops 6,,Season 01,November 15,anchor,Call of Duty: Black Ops 6 Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-black-ops-6-season-01-patch-notes,call-of-duty-black-ops-6-season-01-patch-notes-948c48c9b7.html,2026-09-18T00:27:31.262125+00:00
2024-11-15,Call of Duty,,Warzone,Season 01,FRIDAY NOVEMBER 15,heading,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2024-11-16,Call of Duty,Black Ops 6,,Season 01,November 16,anchor,Call of Duty: Black Ops 6 Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-black-ops-6-season-01-patch-notes,call-of-duty-black-ops-6-season-01-patch-notes-948c48c9b7.html,2026-09-18T00:27:31.262125+00:00
2024-11-16,Call of Duty,,Warzone,Season 01,SATURDAY NOVEMBER 16,heading,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2024-11-19,Call of Duty,Black Ops 6,,Season 01,November 19,anchor,Call of Duty: Black Ops 6 Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-black-ops-6-season-01-patch-notes,call-of-duty-black-ops-6-season-01-patch-notes-948c48c9b7.html,2026-09-18T00:27:31.262125+00:00
2024-11-19,Call of Duty,,Warzone,Season 01,TUESDAY NOVEMBER 19,heading,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2024-11-21,Call of Duty,Black Ops 6,,Season 01,November 21,anchor,Call of Duty: Black Ops 6 Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-black-ops-6-season-01-patch-notes,call-of-duty-black-ops-6-season-01-patch-notes-948c48c9b7.html,2026-09-18T00:27:31.262125+00:00
2024-11-21,Call of Duty,,Warzone,Season 01,THURSDAY NOVEMBER 21,heading,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2024-11-25,Call of Duty,Black Ops 6,,Season 01,November 25,anchor,Call of Duty: Black Ops 6 Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-black-ops-6-season-01-patch-notes,call-of-duty-black-ops-6-season-01-patch-notes-948c48c9b7.html,2026-09-18T00:27:31.262125+00:00
2024-11-25,Call of Duty,,Warzone,Season 01,MONDAY NOVEMBER 25,heading,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2024-12-04,Call of Duty,,Warzone,Season 01,WEDNESDAY DECEMBER 4,heading,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2024-12-05,Call of Duty,Black Ops 6,,Season 01,December 5,anchor,Call of Duty: Black Ops 6 Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-black-ops-6-season-01-patch-notes,call-of-duty-black-ops-6-season-01-patch-notes-948c48c9b7.html,2026-09-18T00:27:31.262125+00:00
2024-12-06,Call of Duty,Black Ops 6,,Season 01,December 6,anchor,Call of Duty: Black Ops 6 Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-black-ops-6-season-01-patch-notes,call-of-duty-black-ops-6-season-01-patch-notes-948c48c9b7.html,2026-09-18T00:27:31.262125+00:00
2024-12-10,Call of Duty,Black Ops 6,,Season 01,December 10,anchor,Call of Duty: Black Ops 6 Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-black-ops-6-season-01-patch-notes,call-of-duty-black-ops-6-season-01-patch-notes-948c48c9b7.html,2026-09-18T00:27:31.262125+00:00
2024-12-10,Call of Duty,,Warzone,Season 01,TUESDAY DECEMBER 10,heading,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2024-12-11,Call of Duty,Black Ops 6,,Season 01,December 11,anchor,Call of Duty: Black Ops 6 Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-black-ops-6-season-01-patch-notes,call-of-duty-black-ops-6-season-01-patch-notes-948c48c9b7.html,2026-09-18T00:27:31.262125+00:00
2024-12-11,Call of Duty,,Warzone,Season 01,WEDNESDAY DECEMBER 11,heading,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2024-12-12,Call of Duty,Black Ops 6,,Season 01,December 12,anchor,Call of Duty: Black Ops 6 Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-black-ops-6-season-01-patch-notes,call-of-duty-black-ops-6-season-01-patch-notes-948c48c9b7.html,2026-09-18T00:27:31.262125+00:00
2024-12-12,Call of Duty,,Warzone,Season 01,THURSDAY DECEMBER 12,heading,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2024-12-19,Call of Duty,,Warzone,Season 01,THURSDAY DECEMBER 19,heading,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2025-01-03,Call of Duty,Black Ops 6,,Season 01,January 3,anchor,Call of Duty: Black Ops 6 Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-black-ops-6-season-01-patch-notes,call-of-duty-black-ops-6-season-01-patch-notes-948c48c9b7.html,2026-09-18T00:27:31.262125+00:00
2025-01-03,Call of Duty,,Warzone,Season 01,FRIDAY JANUARY 3,heading,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2025-01-09,Call of Duty,Black Ops 6,,Season 01,"January 09, 2025",dateline;anchor,Call of Duty: Black Ops 6 Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-black-ops-6-season-01-patch-notes,call-of-duty-black-ops-6-season-01-patch-notes-948c48c9b7.html,2026-09-18T00:27:31.262125+00:00
2025-01-12,Call of Duty,,Warzone,Season 01,"January 12, 2025",dateline,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2025-01-13,Call of Duty,,Warzone,Season 01,MONDAY JANUARY 13,heading,Call of Duty: Warzone Season 01 Patch Notes,https://www.callofduty.com/patchnotes/2024/11/call-of-duty-bo6-warzone-season-01-patch-notes,call-of-duty-bo6-warzone-season-01-patch-notes-aee06a50fb.html,2026-09-18T00:27:32.590311+00:00
2025-01-27,Call of Duty,,Warzone,Season 02,MONDAY JANUARY 27,heading,Call of Duty: Warzone Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-bo6-warzone-season-02-patch-notes,call-of-duty-bo6-warzone-season-02-patch-notes-05358518dd.html,2026-09-18T00:27:35.134018+00:00
2025-01-31,Call of Duty,Black Ops 6,,Season 02,JANUARY 31,heading;anchor,Call of Duty: Black Ops 6 Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-black-ops-6-season-02-patch-notes,call-of-duty-black-ops-6-season-02-patch-notes-ef4799d5db.html,2026-09-18T00:27:33.915341+00:00
2025-01-31,Call of Duty,,Warzone,Season 02,FRIDAY JANUARY 31,heading,Call of Duty: Warzone Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-bo6-warzone-season-02-patch-notes,call-of-duty-bo6-warzone-season-02-patch-notes-05358518dd.html,2026-09-18T00:27:35.134018+00:00
2025-02-03,Call of Duty,Black Ops 6,,Season 02,FEBRUARY 3,heading;anchor,Call of Duty: Black Ops 6 Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-black-ops-6-season-02-patch-notes,call-of-duty-black-ops-6-season-02-patch-notes-ef4799d5db.html,2026-09-18T00:27:33.915341+00:00
2025-02-03,Call of Duty,,Warzone,Season 02,MONDAY FEBRUARY 3,heading,Call of Duty: Warzone Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-bo6-warzone-season-02-patch-notes,call-of-duty-bo6-warzone-season-02-patch-notes-05358518dd.html,2026-09-18T00:27:35.134018+00:00
2025-02-11,Call of Duty,Black Ops 6,,Season 02,FEBRUARY 11,heading;anchor,Call of Duty: Black Ops 6 Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-black-ops-6-season-02-patch-notes,call-of-duty-black-ops-6-season-02-patch-notes-ef4799d5db.html,2026-09-18T00:27:33.915341+00:00
2025-02-11,Call of Duty,,Warzone,Season 02,TUESDAY FEBRUARY 11,heading,Call of Duty: Warzone Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-bo6-warzone-season-02-patch-notes,call-of-duty-bo6-warzone-season-02-patch-notes-05358518dd.html,2026-09-18T00:27:35.134018+00:00
2025-02-13,Call of Duty,Black Ops 6,,Season 02,February 13,heading;anchor,Call of Duty: Black Ops 6 Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-black-ops-6-season-02-patch-notes,call-of-duty-black-ops-6-season-02-patch-notes-ef4799d5db.html,2026-09-18T00:27:33.915341+00:00
2025-02-13,Call of Duty,,Warzone,Season 02,THURSDAY FEBRUARY 13,heading,Call of Duty: Warzone Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-bo6-warzone-season-02-patch-notes,call-of-duty-bo6-warzone-season-02-patch-notes-05358518dd.html,2026-09-18T00:27:35.134018+00:00
2025-02-19,Call of Duty,,Warzone,Season 02,WEDNESDAY FEBRUARY 19,heading,Call of Duty: Warzone Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-bo6-warzone-season-02-patch-notes,call-of-duty-bo6-warzone-season-02-patch-notes-05358518dd.html,2026-09-18T00:27:35.134018+00:00
2025-02-21,Call of Duty,Black Ops 6,,Season 02,February 21,anchor,Call of Duty: Black Ops 6 Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-black-ops-6-season-02-patch-notes,call-of-duty-black-ops-6-season-02-patch-notes-ef4799d5db.html,2026-09-18T00:27:33.915341+00:00
2025-02-21,Call of Duty,,Warzone,Season 02,FRIDAY FEBRUARY 21,heading,Call of Duty: Warzone Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-bo6-warzone-season-02-patch-notes,call-of-duty-bo6-warzone-season-02-patch-notes-05358518dd.html,2026-09-18T00:27:35.134018+00:00
2025-02-26,Call of Duty,Black Ops 6,,Season 02,February 26,anchor,Call of Duty: Black Ops 6 Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-black-ops-6-season-02-patch-notes,call-of-duty-black-ops-6-season-02-patch-notes-ef4799d5db.html,2026-09-18T00:27:33.915341+00:00
2025-02-26,Call of Duty,,Warzone,Season 02,WEDNESDAY FEBRUARY 26,heading,Call of Duty: Warzone Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-bo6-warzone-season-02-patch-notes,call-of-duty-bo6-warzone-season-02-patch-notes-05358518dd.html,2026-09-18T00:27:35.134018+00:00
2025-03-11,Call of Duty,Black Ops 6,,Season 02,March 11,anchor,Call of Duty: Black Ops 6 Season 02 Patch Notes,https://www.callofduty.com/patchnotes/2025/01/call-of-duty-black-ops-6-season-02-patch-notes,call-of-duty-black-ops-6-season-02-patch-notes-ef4799d5db.html,2026-09-18T00:27:33.915341+00:00
